team_name,phase,count,success_rate,percent_of_total,success_rate_percentile,count_percentile,percent_of_total_percentile
CF Montreal,possession_freekick,321,0.6448598130841121,0.030779557004506665,0.5333333333333333,0.5333333333333333,0.5333333333333333
CF Montreal,possession_throw_in,420,0.47619047619047616,0.04027231757599003,0.3333333333333333,0.7,0.6666666666666666
CF Montreal,progression,1476,0.43089430894308944,0.14152843033847923,0.23333333333333334,0.25,0.23333333333333334
CF Montreal,securing_possession,953,0.5162644281217209,0.09137980630932975,0.1,0.8666666666666667,1.0
CF Montreal,short_goalkick,182,0.5659340659340659,0.017451337616262344,0.7,0.8166666666666667,0.8333333333333334
Charlotte,accelerated_possession,409,0.3374083129584352,0.04106425702811245,0.13333333333333333,0.7666666666666667,0.9333333333333333
Charlotte,attacking_freekick,120,0.8583333333333333,0.012048192771084338,0.7333333333333333,0.4,0.5333333333333333
Charlotte,attacking_freekick_second_phase,39,0.20512820512820512,0.00391566265060241,0.3,0.6,0.6666666666666666
Charlotte,attacking_throw_in,136,0.6617647058823529,0.013654618473895583,0.36666666666666664,0.5833333333333334,0.6333333333333333
Charlotte,buildup,1208,0.640728476821192,0.121285140562249,0.8,0.6666666666666666,0.9
Charlotte,corner,132,0.17424242424242425,0.01325301204819277,0.2,0.06666666666666667,0.1
Charlotte,corner_second_phase,61,0.2459016393442623,0.006124497991967871,0.06666666666666667,0.08333333333333333,0.16666666666666666
Charlotte,counterattack,50,0.38,0.0050200803212851405,0.4666666666666667,0.7666666666666667,0.8333333333333334
Charlotte,finishing,555,0.3567567567567568,0.05572289156626506,0.5,0.4,0.5333333333333333
Charlotte,high_transition,235,0.3191489361702128,0.02359437751004016,0.1,0.03333333333333333,0.03333333333333333
Charlotte,kickoff,104,0.47115384615384615,0.010441767068273093,0.16666666666666666,0.26666666666666666,0.36666666666666664
Charlotte,long_goalkick,66,0.3333333333333333,0.006626506024096385,0.16666666666666666,0.3333333333333333,0.3333333333333333
Charlotte,penalty,5,0.0,0.000502008032128514,0.5166666666666667,0.6166666666666667,0.7
Charlotte,possession_freekick,336,0.6547619047619048,0.033734939759036145,0.6333333333333333,0.7,0.8666666666666667
Charlotte,possession_throw_in,438,0.4908675799086758,0.04397590361445783,0.5333333333333333,0.8,0.9666666666666667
Charlotte,progression,1476,0.47560975609756095,0.14819277108433734,0.7333333333333333,0.25,0.4666666666666667
Charlotte,securing_possession,833,0.5642256902761105,0.08363453815261045,0.6666666666666666,0.26666666666666666,0.5
Charlotte,short_goalkick,195,0.5487179487179488,0.01957831325301205,0.5666666666666667,0.9666666666666667,1.0
Chicago Fire,accelerated_possession,380,0.35,0.03754198774945663,0.23333333333333334,0.5,0.5666666666666667
Chicago Fire,attacking_freekick,119,0.8151260504201681,0.011756569847856155,0.43333333333333335,0.35,0.43333333333333335
Chicago Fire,attacking_freekick_second_phase,28,0.2857142857142857,0.0027662517289073307,0.6166666666666667,0.21666666666666667,0.3
Chicago Fire,attacking_throw_in,134,0.7238805970149254,0.013238490416913653,0.7,0.4666666666666667,0.5333333333333333
Chicago Fire,buildup,1248,0.6105769230769231,0.12329579134558388,0.4666666666666667,0.8333333333333334,0.9333333333333333
